砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
北東砦543(660,571)	1	-		替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		国士十三面待ち	国士十三面待ち		国士十三面待ち	でに	国士十三面待ち	国士十三面待ち	5	2	4	5	1	1	4	3
北東砦542(664,525)	4	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	白狼	白狼	白狼	のん	ＨＩＲＯ	白狼	白狼	白狼	6	9	1	1	2	1	2	3
北東砦541(660,481)	1	-					替天行道総本部			替天行道総本部					ガウォーク			toy	2	1	2	6	1	5	1	3
北東砦540(661,443)	1	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	セイナ	狸・・・	きゅぺ	VぺろV	VぺろV	ボック	ボック	VぺろV	1	3	1	1	2	4	1	2
北東砦539(660,397)	1	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ		ＭｏｏｏＨ	ＭｏｏｏＨ	4	4	2	5	1	1	5	1
北東砦538(657,350)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	えぷそん	さくぴー	えぷそん	えぷそん	えぷそん	えぷそん	さくぴー	えぷそん	5	4	4	4	4	3	2	3
北東砦537(657,308)	1	FOXHOUDN			FOXHOUDN	FOXHOUDN	FOXHOUDN			FOXHOUDN			あぴんくる	パン☆全裸	パン☆全裸			パン☆全裸	1	5	1	1	2	4	7	3
北東砦536(657,262)	1	替天行道総本部				替天行道総本部								紅美鈴					3	4	3	2	1	4	5	4
北東砦535(657,216)	1	替天行道総本部						替天行道総本部								judy			5	3	4	5	3	6	4	2
北東砦534(656,175)	2	鴨葱R-18同盟								鴨葱R-18同盟								イジア	3	2	4	4	2	1	3	1
北東砦533(658,128)	3	FOXHOUDN	ごせんふ			FOXHOUDN	お花見				kaori			HANABI	☆yasu☆				4	2	4	2	1	2	3	1
北東砦532(662,88)	2	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	パーン	おしゅん	パーン	パーン	パーン	パーン	おしゅん	おしゅん	3	7	5	3	6	4	3	1
北東砦531(664,41)	1	★ゴン太王国★	★ゴン太王国★		★ゴン太王国★						クロノス		クロノス						0	1	4	1	5	4	5	4
北東砦655(662,2)	3	それいけヨシヒコ	ポチッと助力	ＦＡＩＲＹぽんぽこ	ＦＡＩＲＹぽんぽこ			それいけヨシヒコ		ＦＡＩＲＹぽんぽこ	ミルクココア	マカロフ	caol			ミサト		caol	2	7	1	3	3	3	3	4
南東砦537(661,-45)	5	それいけヨシヒコ			それいけヨシヒコ	鬼哭商会	鬼哭商会	鬼哭商会					ぷるぷるちゃん	mosuke	mosuke	crespo			3	3	2	2	4	1	5	5
南東砦538(656,-87)	3	それいけヨシヒコ							サンシャイン同盟								モノノフ		3	1	4	1	3	6	4	4
南東砦539(661,-134)	1	それいけヨシヒコ																	5	4	5	1	7	1	2	4
南東砦540(658,-176)	1	それいけヨシヒコ						それいけヨシヒコ								アレク			5	2	4	4	1	1	4	5
南東砦541(659,-224)	3	それいけヨシヒコ							それいけヨシヒコ								みなぎるココア		4	3	6	4	1	2	3	5
南東砦542(664,-263)	3	それいけヨシヒコ	それいけヨシヒコ								SHINJI								2	2	6	2	6	4	3	5
南東砦543(658,-307)	1	それいけヨシヒコ				それいけヨシヒコ			それいけヨシヒコ					1117			guruguru		2	1	4	1	1	2	2	2
南東砦544(660,-355)	1	それいけヨシヒコ					それいけヨシヒコ								野菜				6	2	2	3	2	1	1	1
南東砦545(663,-397)	3	-																	5	2	6	2	5	3	2	3
南東砦546(656,-436)	3	-				それいけヨシヒコ								MP01					5	5	2	2	4	2	4	2
南東砦547(662,-488)	3	-																	1	1	1	4	4	5	4	3
南東砦548(658,-528)	2	-																	7	1	5	1	1	4	1	2
南東砦549(658,-574)	1	それいけヨシヒコ			それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ			それいけヨシヒコ			花代さん	Carnegy	花代さん			花代さん	2	2	7	2	1	3	4	6
南東砦550(659,-616)	1	-	それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ		ちょっちゅね～			ちょっちゅね～			ちょっちゅね～		1	5	2	1	2	1	2	4
南東砦551(659,-662)	2	-		それいけヨシヒコ					それいけヨシヒコ			☆月★					うず		5	2	3	4	2	3	1	2
南東砦552(660,-705)	4	-					それいけヨシヒコ								ちゃるる				1	5	6	2	2	6	2	1
南東砦553(657,-751)	4	-		それいけヨシヒコ		それいけヨシヒコ			それいけヨシヒコ			コロ		コロ			コロ		1	3	5	1	2	5	3	5
北東砦530(638,773)	1	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★		★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	エルシード	江東の二喬	文秀		文秀	江東の二喬	文秀	江東の二喬	1	4	5	7	2	5	4	5
北東砦529(638,726)	2	-			替天行道総本部			替天行道総本部		替天行道総本部			鵺御前			翔タン		鵺御前	3	1	1	3	5	2	2	2
北東砦528(640,686)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	soccer	soccer	soccer	soccer	soccer	soccer	soccer	soccer	5	6	1	0	6	3	2	3
北東砦527(639,640)	4	-						替天行道総本部								はっしー			5	4	5	1	6	1	1	6
北東砦526(636,594)	5	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	でに	judy	judy	judy	judy	judy	judy	でに	1	1	2	2	3	1	2	1
北東砦525(641,552)	1	-	替天行道総本部								ジーーン								0	6	2	4	2	1	5	6
北東砦524(637,508)	5	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	THT	THT	THT	THT	白狼	THT	白狼	白狼	3	1	4	4	2	8	2	1
北東砦523(640,462)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	珍虎	ししょー	珍虎	ししょー	珍虎	珍虎	ししょー	珍虎	8	1	6	2	3	1	1	5
北東砦522(634,414)	4	-	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ボック	アナﾉﾚガ・ベトー	アナﾉﾚガ・ベトー	yasuo	ボック	ボック	アナﾉﾚガ・ベトー	ボック	2	1	0	1	5	2	3	2
北東砦521(640,376)	1	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	ＭｏｏｏＨ	クリスティン	ＭｏｏｏＨ	3	0	5	5	3	2	0	3
北東砦520(639,332)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部	替天行道総本部	さくぴー	えぷそん	えぷそん	えぷそん		えぷそん	えぷそん	えぷそん	3	4	5	3	9	4	6	1
北東砦519(637,284)	1	FOXHOUDN						FOXHOUDN								猫美			1	2	2	2	2	6	3	2
北東砦518(640,240)	1	替天行道総本部							替天行道総本部								スパーホーク		3	4	4	2	2	2	1	2
北東砦517(639,195)	2	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★				ＦＡＩＲＹぽんぽこ			ＨＩＲＯ	ＨＩＲＯ				まひる			5	4	3	1	2	6	1	1
北東砦516(640,152)	2	★ゴン太王国★	替天支部１		替天支部１		替天支部１			替天支部１	れっどぶる		れっどぶる		れっどぶる			れっどぶる	6	2	5	2	5	2	1	4
北東砦515(637,113)	4	-	NV～farmer～	★ゴン太王国★	NV～farmer～	NV～farmer～	NV～farmer～	NV～farmer～	NV～farmer～	NV～farmer～	抵当権	Boob	紗	ヨシ	ヨシ	ヨシ	抵当権	抵当権	2	2	2	1	2	2	3	2
北東砦514(634,69)	4	FOXHOUDN		★ゴン太王国★	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	★ゴン太王国★	白米		よん☆げそむん	とみっく	とみっく	とみっく	migo	よん☆げそむん	☆ひかる☆	5	6	3	5	3	1	6	2
北東砦513(634,25)	2	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	FOXHOUDN	migo	とみっく	migo	migo	migo	アーム	migo	とみっく	4	2	2	1	4	2	1	2
南東砦519(634,-25)	1	それいけヨシヒコ			それいけヨシヒコ								皇凱						2	1	3	5	2	5	1	4
南東砦520(637,-69)	1	-	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	yassi	yassi	龍造	yassi	yassi	yassi	yassi	yassi	5	4	3	4	2	3	4	3
南東砦521(641,-112)	2	-	檜	檜	檜	檜	檜	檜	檜	檜	エデン	エデン	エデン	ノブ	コーラス3世	半＿天祥	コーラス3世	エデン	4	6	2	1	2	2	3	3
南東砦522(636,-152)	3	それいけヨシヒコ		クエクリ南東	万連×蒼風×KJT龍	それいけヨシヒコ	それいけヨシヒコ	万連×蒼風×KJT龍		万連×蒼風×KJT龍		雷火	赤魔王	beck	青嵐	赤魔王		赤魔王	2	5	2	2	8	2	3	1
南東砦523(638,-198)	3	それいけヨシヒコ								それいけヨシヒコ								みなぎるココア	2	3	3	2	4	3	3	3
南東砦524(640,-241)	2	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	暇人７７	暇人７７	暇人７７	暇人７７	暇人７７	暇人７７	SHINJI	暇人７７	4	2	3	1	3	3	1	6
南東砦525(638,-290)	2	それいけヨシヒコ					それいけヨシヒコ								guruguru				4	1	1	2	1	3	3	1
南東砦526(634,-330)	2	-																	2	4	7	8	9	2	2	3
南東砦527(641,-378)	2	-		それいけヨシヒコ	それいけヨシヒコ		それいけヨシヒコ		それいけヨシヒコ	それいけヨシヒコ		しんや	さびねこ		しんや		しんや	しんや	2	5	0	4	2	4	0	3
南東砦528(641,-415)	2	それいけヨシヒコ					それいけヨシヒコ		それいけヨシヒコ						MP01		MP01		2	2	1	2	2	3	2	3
南東砦529(642,-460)	3	-				それいけヨシヒコ			それいけヨシヒコ					shi-ani			タカラジマ		4	5	4	2	5	2	4	4
南東砦530(641,-506)	2	-			それいけヨシヒコ		それいけヨシヒコ	それいけヨシヒコ					龍道		龍道	龍道			4	4	3	4	2	2	3	5
南東砦531(638,-547)	1	-						それいけヨシヒコ								ドージェ			5	3	2	5	5	2	4	7
南東砦532(637,-591)	1	それいけヨシヒコ							それいけヨシヒコ								Carnegy		2	2	5	5	6	1	1	2
南東砦533(639,-637)	1	-					それいけヨシヒコ								ランス				2	3	4	6	2	4	4	4
南東砦534(634,-686)	3	-		それいけヨシヒコ								☆月★							1	1	1	5	4	1	3	3
南東砦535(638,-730)	1	-							それいけヨシヒコ								ちゃるる		3	1	1	3	4	2	3	2
南東砦536(634,-774)	1	-																	3	5	1	2	2	3	8	4
北東砦512(615,745)	3	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	ロック	ロック	ロック	文秀	ロック	ロック	ロック	ロック	5	8	3	1	4	6	3	4
北東砦511(612,702)	2	-		替天行道総本部					替天行道総本部			鵺御前					鵺御前		6	0	5	2	3	3	2	5
北東砦510(613,661)	1	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	soccer	soccer	soccer	soccer	イマ	soccer	soccer	鵺御前	2	1	3	1	2	3	4	2
北東砦509(612,619)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	イマ	イマ	イマ	イマ	イマ	ちーぱお	イマ	イマ	1	6	3	4	3	2	3	1
北東砦508(612,576)	5	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ジーーン	うさみん	ジーーン	ジーーン	ジーーン	ジーーン	うさみん	うさみん	4	6	1	1	2	3	2	4
北東砦507(612,531)	5	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	スケーゲル	白狼	スケーゲル	スケーゲル	スケーゲル	白狼	モジモジ君	白狼	2	2	4	4	2	3	3	3
北東砦506(614,487)	5	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	瑛瑠	たいがー＆	たいがー＆	たいがー＆	たいがー＆	たいがー＆	たいがー＆	たいがー＆	2	3	2	4	6	1	4	4
北東砦505(620,443)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ししょー	ししょー	ししょー	ししょー	ししょー	ししょー	ししょー	ししょー	2	3	3	3	1	1	1	0
北東砦504(614,393)	1	-	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ごせんふ	ボック	ボック	ボック	きゅぺ	ボック	ボック	ボック	ボック	0	3	1	1	6	7	1	5
北東砦503(618,350)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	クリスティン	クリスティン	クリスティン	クリスティン	さくぴー	クリスティン	クリスティン	クリスティン	4	5	6	3	1	3	4	1
北東砦502(620,310)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	りらりら	りらりら	りらりら	みのるん	りらりら	りらりら	toy	りらりら	2	1	1	2	3	4	2	2
北東砦501(619,264)	2	替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部	零下		ガウォーク	零下	零下	ガウォーク		零下	2	1	8	3	2	5	4	1
北東砦500(618,224)	2	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		夏みかん	夏みかん	夏みかん	じさま	じさま	夏みかん	夏みかん		3	4	7	3	2	4	4	1
北東砦499(620,172)	3	FOXHOUDN		FOXHOUDN	鴨葱R-18同盟			鴨葱R-18同盟		鴨葱R-18同盟		前田太尊	from			from		from	3	5	2	2	4	1	3	2
北東砦498(616,131)	5	-	軍鶏			軍鶏	軍鶏	武威参同盟	軍鶏		ハム1945			だんじり	だんじり	D90	フナッシー		2	6	3	2	4	1	1	6
北東砦497(619,89)	3	-	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	binraden	binraden	hisumi	binraden	hisumi	hisumi	hisumi	hisumi	2	2	3	2	5	2	7	4
北東砦496(618,46)	3	-	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	なおじい	烏賊kazzy	烏賊kazzy	烏賊kazzy	なおじい	烏賊kazzy	っばさ	烏賊kazzy	4	5	4	7	4	2	3	3
北東砦654(616,1)	1	それいけヨシヒコ					それいけヨシヒコ								皇凱				3	1	3	7	1	4	5	5
南東砦502(615,-40)	2	それいけヨシヒコ		それいけヨシヒコ								なうなう							4	1	2	3	3	5	3	4
南東砦503(620,-86)	5	-	鬼哭商会	鬼哭商会	けんさん	鬼哭商会	鬼哭商会	鬼哭商会	鬼哭商会	鬼哭商会	オリオン	オリオン	けんさん	だっつん	だっつん	オリオン	オリオン	オリオン	4	4	2	2	1	4	3	8
南東砦504(618,-135)	1	それいけヨシヒコ	それいけヨシヒコ								ロッキー								2	4	6	2	3	5	2	2
南東砦505(612,-175)	3	-	朱雀	朱雀	朱雀	朱雀	朱雀	サンシャイン同盟	朱雀	サンシャイン同盟	嵌眞	嵌眞	ボリノークサマーン	嵌眞	嵌眞	真遊	嵌眞	OKD	2	1	8	1	1	5	2	2
南東砦506(616,-219)	5	-				それいけヨシヒコ								74					6	5	3	1	4	4	4	5
南東砦507(620,-267)	3	それいけヨシヒコ	それいけヨシヒコ	ひぽまろん					ひぽまろん		いわちゃん	yukiji					yukiji		3	5	6	4	6	3	2	1
南東砦508(616,-307)	1	それいけヨシヒコ		それいけヨシヒコ					それいけヨシヒコ			guruguru					海部長		2	2	1	1	6	2	1	7
南東砦509(614,-352)	2	それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ					さびねこ			しんや			2	2	8	5	1	2	4	2
南東砦510(619,-393)	5	-					それいけヨシヒコ		それいけヨシヒコ						MP01		MP01		2	3	2	5	2	2	3	4
南東砦511(614,-437)	3	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ						宗	酔今日	タカラジマ						0	1	2	4	1	4	6	5
南東砦512(616,-483)	3	-	それいけヨシヒコ								ディアブロＳＶ								2	2	5	6	2	1	5	2
南東砦513(616,-528)	5	-						それいけヨシヒコ								龍道			3	2	5	3	1	3	5	1
南東砦514(614,-571)	3	-				それいけヨシヒコ								ドージェ					2	1	5	2	3	3	2	1
南東砦515(612,-612)	2	-		それいけヨシヒコ	それいけヨシヒコ							はま	酩酊サウザー						3	2	1	5	4	2	2	1
南東砦516(618,-656)	2	-			それいけヨシヒコ								ゆいか						2	2	2	3	1	3	3	3
南東砦517(617,-706)	2	-		それいけヨシヒコ	それいけヨシヒコ				それいけヨシヒコ			うず	うず				うず		1	3	0	3	1	3	2	8
南東砦518(617,-745)	4	-			それいけヨシヒコ				それいけヨシヒコ				ちゃるる				ちゃるる		1	1	1	1	5	4	1	2
北東砦495(598,773)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	スパーホーク	スパーホーク	スパーホーク	スパーホーク	スパーホーク	スパーホーク	スパーホーク	スパーホーク	1	3	1	1	3	3	1	3
